fname,itp,tp_prob,its,ts_prob
CM_TAPM_00_HHE_100_2020010200000000.mseed_0,[],[],[204],[ 0.80142397]
CM_URMC_00_HHE_100_2020010123595999.mseed_0,[507],[ 0.9120194],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_3000,[],[],[47],[ 0.40979668]
CM_TAPM_00_HHE_100_2020010200000000.mseed_3000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_6000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_6000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_9000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_9000,[525],[ 0.30568433],[802],[ 0.66865486]
CM_TAPM_00_HHE_100_2020010200000000.mseed_12000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_12000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_15000,[2944],[ 0.3028054],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_15000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_18000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_18000,[2888],[ 0.94658446],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_21000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_21000,[],[],[293],[ 0.76693845]
CM_TAPM_00_HHE_100_2020010200000000.mseed_24000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_24000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_27000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_27000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_30000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_30000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_33000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_33000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_36000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_36000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_39000,[36],[ 0.45336708],[125],[ 0.58850425]
CM_URMC_00_HHE_100_2020010123595999.mseed_39000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_42000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_42000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_45000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_45000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_48000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_48000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_51000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_51000,[2468],[ 0.47663563],[2787],[ 0.7623276]
CM_TAPM_00_HHE_100_2020010200000000.mseed_54000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_54000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_57000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_57000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_60000,[2839],[ 0.36279154],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_60000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_63000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_63000,[],[],[151],[ 0.4814002]
CM_TAPM_00_HHE_100_2020010200000000.mseed_66000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_66000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_69000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_69000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_72000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_72000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_75000,[2943],[ 0.63170666],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_75000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_78000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_78000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_81000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_81000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_84000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_84000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_87000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_87000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_90000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_90000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_93000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_96000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_99000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_102000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_105000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_93000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_108000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_96000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_99000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_111000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_114000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_102000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_117000,[],[],[],[]
CM_URMC_00_HHE_100_2020010123595999.mseed_105000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010200000000.mseed_120000,[],[],[],[]
