fname,itp,tp_prob,its,ts_prob
CM_URMC_00_HHE_100_2020010109595999.mseed_147000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_153000,[ 807 2465],[ 0.30171245  0.72946095],[941],[ 0.6112533]
CM_URMC_00_HHE_100_2020010109595999.mseed_150000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_156000,[],[],[691],[ 0.45599303]
CM_URMC_00_HHE_100_2020010109595999.mseed_153000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_159000,[129],[ 0.30000207],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_156000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_159000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_162000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_162000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_165000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_165000,[658],[ 0.6085092],[953],[ 0.4849843]
CM_URMC_00_HHE_100_2020010109595999.mseed_168000,[1823],[ 0.84764254],[2180],[ 0.74998623]
CM_TAPM_00_HHE_100_2020010110000000.mseed_168000,[2927],[ 0.6184798],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_171000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_171000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_174000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_174000,[1010],[ 0.4776058],[1382],[ 0.7697332]
CM_URMC_00_HHE_100_2020010109595999.mseed_177000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_177000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_180000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_180000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_183000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_183000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_186000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_186000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_189000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_189000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_192000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_192000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_195000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_195000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_198000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_198000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_201000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_201000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_204000,[],[],[1719 2633],[ 0.37683126  0.6041086 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_204000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_207000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_207000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_210000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_210000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_213000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_213000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_216000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_216000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_219000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_219000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_222000,[2427],[ 0.7697486],[2774],[ 0.7637769]
CM_URMC_00_HHE_100_2020010109595999.mseed_222000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_225000,[2292 2905],[ 0.4727303   0.31952122],[ 891 2480],[ 0.39432195  0.70382124]
CM_URMC_00_HHE_100_2020010109595999.mseed_225000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_228000,[1800 2629],[ 0.74876696  0.4106858 ],[2113],[ 0.6190639]
CM_URMC_00_HHE_100_2020010109595999.mseed_228000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_231000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_234000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_231000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_234000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_237000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_237000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_240000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_240000,[2104],[ 0.97094256],[2475],[ 0.8749738]
CM_URMC_00_HHE_100_2020010109595999.mseed_243000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_243000,[1285],[ 0.64196527],[ 109 2404],[ 0.36653197  0.6826721 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_246000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_246000,[],[],[317],[ 0.65293926]
CM_TAPM_00_HHE_100_2020010110000000.mseed_249000,[2160],[ 0.7739934],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_249000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_252000,[],[],[151],[ 0.52662456]
CM_URMC_00_HHE_100_2020010109595999.mseed_252000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_255000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_255000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_258000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_258000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_261000,[1043],[ 0.8907709],[1462],[ 0.63174176]
CM_TAPM_00_HHE_100_2020010110000000.mseed_261000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_264000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_264000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_267000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_267000,[407],[ 0.71035856],[1121 2275],[ 0.38628107  0.7088988 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_270000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_270000,[],[],[711],[ 0.6666887]
CM_URMC_00_HHE_100_2020010109595999.mseed_273000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_273000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_276000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_276000,[2201],[ 0.42734936],[2272],[ 0.48798132]
CM_URMC_00_HHE_100_2020010109595999.mseed_279000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_279000,[893],[ 0.49573678],[ 305 1281],[ 0.7498282   0.47680598]
CM_URMC_00_HHE_100_2020010109595999.mseed_282000,[],[],[416],[ 0.7834815]
CM_URMC_00_HHE_100_2020010109595999.mseed_285000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_282000,[1954],[ 0.37300405],[1947 2651],[ 0.43906748  0.6426375 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_288000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_291000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_285000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_294000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_288000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_297000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_291000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_294000,[707],[ 0.4406058],[921],[ 0.540957]
CM_URMC_00_HHE_100_2020010109595999.mseed_300000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_297000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_303000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_306000,[],[],[89],[ 0.5384572]
CM_TAPM_00_HHE_100_2020010110000000.mseed_300000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_309000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_303000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_306000,[1547],[ 0.89670444],[1773],[ 0.6542433]
CM_URMC_00_HHE_100_2020010109595999.mseed_312000,[],[],[],[]
