fname,itp,tp_prob,its,ts_prob
CM_TAPM_00_HHE_100_2020010120000000.mseed_0,[2544],[ 0.41305044],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_3000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_0,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_6000,[2872],[ 0.4504566],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_3000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_9000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_6000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_9000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_12000,[],[],[155],[ 0.6495299]
CM_TAPM_00_HHE_100_2020010120000000.mseed_15000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_12000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_15000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_18000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_18000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_21000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_21000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_24000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_24000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_27000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_27000,[ 743 2238],[ 0.93459356  0.9380009 ],[1113 2614],[ 0.60035    0.7351494]
CM_TAPM_00_HHE_100_2020010120000000.mseed_30000,[],[],[2168],[ 0.674821]
CM_URMC_00_HHE_100_2020010119595999.mseed_30000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_33000,[2533],[ 0.59600604],[609],[ 0.5532509]
CM_URMC_00_HHE_100_2020010119595999.mseed_33000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_36000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_36000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_39000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_39000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_42000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_42000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_45000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_45000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_48000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_48000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_51000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_51000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_54000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_54000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_57000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_57000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_60000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_60000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_63000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_63000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_66000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_66000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_69000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_69000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_72000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_72000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_75000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_75000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_78000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_78000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_81000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_81000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_84000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_84000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_87000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_87000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_90000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_90000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_93000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_93000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_96000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_96000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_99000,[1424 2757],[ 0.45668325  0.41837457],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_99000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_102000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_102000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_105000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_105000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_108000,[2750],[ 0.9143484],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_108000,[2425],[ 0.9676408],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_111000,[],[],[985],[ 0.7600259]
CM_URMC_00_HHE_100_2020010119595999.mseed_111000,[],[],[416],[ 0.59959435]
CM_TAPM_00_HHE_100_2020010120000000.mseed_114000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_114000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_117000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_117000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_120000,[],[],[],[]
CM_URMC_00_HHE_100_2020010119595999.mseed_120000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010120000000.mseed_123000,[],[],[2323],[ 0.34765232]
